text,label
"hello. good morning, this is angela from dr. nguyen's office. before i share anything i have to verify i'm speaking with the right person, can you confirm your date of birth? why do you need that? privacy rules, we can't discuss health information until we verify identity. if you'd rather, call us back at the office number on your appointment card and ask for me. no, it's fine, june fourth, seventy-nine. thank you. your lab results came back and the doctor wants a short follow-up, nothing concerning, just to review your levels. does thursday at three work? thursday's good. great, we'll see you then.",0
"hello. good afternoon, i'm calling from the home warranty claims desk about the repair request on your heating system. i did file a claim last week. to dispatch the technician, there's a service call deposit of ninety-five dollars, refunded if the repair is covered, which yours appears to be. my warranty says no upfront cost for covered claims. the deposit holds the technician's slot and is returned at completion, sir, it's not a charge for the repair itself. without it the claim sits unscheduled and the system closes it after seventy-two hours as abandoned. i can take the deposit now and book you for tomorrow.",1
hi. your professional registration is marked incomplete because the payment method could not be verified. i do not hold a professional registration. then someone may have filed one using your identity. i need your identification number to remove it. i will contact the registry. the registration may be approved before they answer.,1
hello. your address has an unpaid energy-audit fee. no audit was performed. then i can dispute it if you confirm the property details and make a temporary filing payment. i am not paying to dispute it. the payment is returned when the audit record is corrected.,1
"hello. you were listed as an attendee for a private training paid by your company. i know nothing about it. i can remove you, but the cancellation requires a card for the refundable attendance hold. my company should handle it. the booking lists you as personally responsible for nonattendance.",1
", this is bank support. you experienced a problem using online banking. could you confirm your username and briefly describe the issue you are facing?",0
"hello. i am calling on behalf of a local family displaced overnight. a neighbor listed you as someone who might help. which neighbor? the referral sheet shows only a first initial. we are collecting small emergency contributions before the shelter closes intake. send me the organization's details. we can send a receipt after payment, but the immediate need is for lodging tonight.",1
"hello? hi, this is the account desk for your music streaming service. a family plan you're the manager of was billed twice this cycle by a system error, and we're refunding the extra charge. i didn't notice a double charge. they post as pending, easy to miss. you're owed forty dollars. to return it, open the app and read me the verification code i'm sending so the refund links to your account. the app says never to share that code. with scammers, yes, but the refund system needs it to confirm your identity, sir. if the code expires the refund cancels and you'd have to dispute the charge manually, which takes weeks. read it and i'll return your money now.",1
hi. a supplier changed its payment instructions and needs verbal confirmation from you. which supplier? i can name it after matching your employee id. i will ask our finance team. the shipment is on hold until the new account is confirmed.,1
"hello? hi, i'm calling from the immigration document services line about a filing associated with your name. there's an inconsistency that needs resolving today. i don't have anything pending. the inconsistency is exactly why it may be unfamiliar, ma'am. if it isn't cleared, related records are suspended and future applications are affected. to clear it, confirm your full name, date of birth, and the reference on your documents. this sounds like a scam. i understand the caution, but declining to verify is logged and the suspension proceeds automatically. i'm giving you the chance to resolve it before that happens.",1
"hello. good afternoon, my name is ellen and i'm calling from riverbend hospital's billing department regarding the balance from your visit in may. oh, right. i've been meaning to deal with that, it's been a tight month. that's exactly why i'm calling, actually. you may qualify for our financial assistance program, or we can set up an interest-free payment plan as low as twenty-five dollars a month. there's no penalty for the plan and no fee to apply. that would honestly help a lot. i'll mail you the assistance application today, and nothing goes to collections while your application is under review. you can also verify this balance anytime through the patient portal. thank you, that takes a weight off.",0
", this is pet store. our annual adoption event is on , and we are looking for volunteers and adopters alike. would you like to help out or find a furry companion?",0
", this is games. we are setting up a live-action escape room in a real historical mansion—can you and your team solve the puzzles before time runs out?",0
", this is from university services. we are reviewing feedback from student committees. would you be willing to share your thoughts in a short session next week?",0
"hello? your employee profile is missing a tax-location confirmation. my employer knows where i work. a remote-work update created the mismatch. confirm your home address, date of birth, and bank account ending. i will use the hr portal. the profile locks before the next payroll if the mismatch remains.",1
"hello? good morning, calling about your status file. a review placed it in the at-risk category and today is the deadline to respond. my status file? it means if the administrative fee attached to the review isn't cleared today, your documents enter suspension and renewals become impossible. which department are you with? central processing. the department name isn't what resolves your file, the payment deadline is, and it's in three hours. is there a money transfer service near you?",1
", this is cinema. just a reminder—your ticket reservation for “” on at 7:30 pm is confirmed. arrive 15 minutes early to enjoy our pre-show offers.",0
", this is . i remember you mentioned wanting to learn a new language. i found a great beginner course starting next week at learning center. want to join me?",0
"hello? hi, you recently filed a complaint about unwanted calls, correct? yes, actually, i did, a few weeks ago. that's why i'm calling. your complaint was processed, the company was fined, and complainants are entitled to a share of the penalty. yours comes to five hundred and forty dollars. really? i had no idea that was a thing. most people don't claim it, which is a shame. now, the disbursement goes out as a direct deposit. i need your bank name, routing number, and account number, and it posts within three days. hmm, how do i know this is connected to my complaint? i just told you the exact thing you filed about, didn't i? nobody else would know that. routing number first, whenever you're ready.",1
"hello? i am calling from the regional dispatch desk. a parcel under your phone number is being held because the delivery address is incomplete. who sent it? the sender information is inside the sealed manifest. i can release it after a small address-validation payment. i am not paying for an unknown parcel. the hold expires this afternoon, and then storage charges begin under your name.",1
"hello. good morning, this is monica from evergreen utilities billing. your autopay failed this month, the card on file looks expired. right, i got a new card and forgot to update it. it happens constantly. just so you know, i can't take card numbers on an outbound call, we're not permitted. update it in the app, on the website, or at any office location. late fee? shutoff risk? no shutoff, nowhere close, and i've waived the late fee since you've been on autopay for years. you've got until the twentieth, no rush. that's a relief, i'll do it tonight.",0
"this is kevin. kevin, your hotel loyalty profile was used to guarantee a room tonight. i did not book a room. i can release the guarantee if you confirm the card expiration date and billing zip code. i will contact the hotel chain. the no-show charge posts at local midnight.",1
"this is laura. laura, your continuing-education credits were transferred to another profile. i did not request a transfer. i can reverse it if you confirm your license number and the code we send. i will contact the licensing body. the credits post to the other profile tonight.",1
", this is from travel agency. you requested information about our vacation packages. could you share your preferred travel dates and destinations?",0
", this is from the police department. you reported witnessing a minor road accident. could you provide more details such as the time, place, and any involved vehicles or individuals?",0
", this is from fitness centre. just a reminder that your personal training session is scheduled for at . let us know if you need to reschedule or have questions about your plan.",0
"hello? hi, this is the fraud line for your rewards credit card. someone tried to redeem your entire points balance for cash and route it to an external account. i didn't do that. we blocked it, but they clearly have access. to secure your points and account, log into your card portal while i stay on the line and read me the confirmation code as it arrives so i can verify the lockout took hold. the code says never to share it. with scammers, yes, ma'am, but i'm the fraud desk that just stopped your points from being stolen. without the code i can't confirm the lockout, and they'll try again the second we disconnect.",1
"hi. your wellness allowance is about to expire, and a reimbursement is waiting. i did not submit a reimbursement. it may have been created from a recent purchase. i can release it if you provide the account where you want the funds. i do not want it. the open reimbursement may prevent future claims until it is resolved.",1
", this is . i just watched a documentary on environmental tech, and it reminded me of our college debates. you would have loved the section on solutions. want to catch up and chat about it?",0
"hello? hi, it's the billing recovery unit for your streaming and media services. we show four failed payment attempts this month, and your bundled services are set for suspension tonight at midnight. that's strange, my payments always go through. the failure is on the processor side, it's affecting many customers, which is why we're calling rather than emailing. to keep your services active, we're taking payments through our backup processor. it can't accept regular card entries, so we use bank transfer or payment app only. why wouldn't a backup processor take cards? card networks are the part that failed, sir. look, i have four hundred customers on my list tonight. do you want to keep your services or not?",1
", this is . i heard there is a food festival happening at this saturday. you love trying new cuisines, so i thought of inviting you. let me know if you are free to join.",0
", this is . have you evaluated the new language learning app powered by ai? it adapts to your pace and gives feedback instantly. let us try doing a practice session this weekend.",0
"this is robert. robert, an advisor change was submitted on your investment profile. i did not change advisors. i can reject it if you confirm your account number and date of birth. give me your firm name. the firm is displayed after the profile is matched due to privacy rules.",1
"hello. good morning, this is the alumni giving office, but i'm calling with good news rather than an ask for once. oh, what's that? a donor established a fund for graduates in your program, and you've been selected for a distribution of two hundred and fifty dollars. to send it i confirm your identity against our records and the account for the transfer, plus a small processing payment of thirty dollars returned with the distribution. a gift that costs me thirty dollars? the processing payment verifies you and unlocks the distribution from the fund, ma'am. it comes right back. if we can't complete it this week, the distribution passes to the next graduate on the list.",1
who is this? i am from the local registration desk. a household member was added to your recreation account. i did not add anyone. i can remove them if you read the code sent to your phone. the message says it is for changing my password. the password reset is required to remove the unauthorized member.,1
"who is calling? this is the lease processing desk. a move-out request was submitted using your contact number. i never submitted one. i can withdraw it if you verify the security deposit account. i need the bank name and final four digits. i will call the leasing office. once the request is approved, the unit may be offered to someone else.",1
", this is fitness centre. we are launching a brand-new class—“”—on , and you are invited for a free trial. ready to move and groove with us?",0
", this is . i joined a weekend photography group that explores every month. it is very casual and a lot of fun. would you like to come along next time?",0
"hello? good afternoon. i'm calling in reference to a delivery that's been sitting at our processing facility for three days. there's an outstanding handling charge that has to be settled before we can release it. i'm not expecting any package. it's addressed to you, ma'am, and it was shipped from overseas, which is why the extra charge applies. it's only four dollars and twenty cents, but if it's not paid tonight the item gets returned and you'd be liable for the return freight, which is considerably more. i can take a card right now and have it out for delivery tomorrow.",1
"hello? i am calling about a response form that was not received by the deadline. what response form? the matter is confidential until identity verification. confirm your date of birth and current address. send it again. a second mailing is no longer available, but a same-day compliance payment can close the entry.",1
"hello. hi, this is denise calling from harmony travel rewards, you booked your cancun package through us in the spring. our records show you have a two hundred dollar credit from the hotel downgrade you experienced. oh yes, they moved us to a smaller room. that was annoying. we're sorry about that. the credit can go back to your original payment method automatically, no information needed from you, or stay as a voucher worth two hundred and fifty toward a future booking. the refund to my card, do you need my card number? no, it goes back to whatever card you paid with, we never need you to read it out. you'll see it within five business days, and a confirmation email is going out this afternoon.",0
", this is . i saw a notice regarding delays in the latest stimulus payments. to avoid confusion or misinformation, it is best to visit your bank's nearest branch to confirm your disbursement status. bring your account details and any official communication received.",0
"good afternoon, this is the account review team. do you have a moment to resolve the restriction on your profile? there's a restriction on my account? as of this morning. a payment linked to your profile was disputed as unauthorized by a third party, and until you're cleared, everything linked to your identity is limited. i haven't disputed anything, and no one's told me about this. the third party disputed it, not you, that's the issue, someone claims you took their money. i believe it's mistaken identity, and clearing it takes ten minutes. i'll verify you first, then walk you through a counter-declaration. what's the best card and account to list as your primary financial anchors on the declaration? you need my card number for a declaration? the anchors prove the disputed payment didn't originate from your instruments, ma'am. it's how we clear innocent people. the restriction hardens after forty-eight hours, so let's not delay.",1
", this is from dental clinic. this is a reminder of your upcoming dental check-up on at . would you like to confirm or reschedule your appointment?",0
"hello? yes, i'm calling from the office of records. there's a discrepancy on your file that came up during a routine audit, and it has your profile locked. what kind of discrepancy? two addresses were used under your name in a state you may never have lived in. it suggests someone may be operating as you. we can clear you as a victim rather than a suspect, but the clearance interview has to happen now, on this call. a suspect? i haven't done anything. i believe you, and that's why i need your full cooperation. first, confirm your legal name, date of birth, and the primary account you use for your finances so we can mark them protected.",1
"hello? hi, this is the account desk for your cloud photo storage. your plan is over its limit and photos will begin deleting oldest-first tonight unless the account is verified and upgraded. i don't want to lose my photos. understood, and i can stop the deletion. i'll send a verification code to your phone, read it back, and i'll pause the deletion while we sort the plan. the code says not to share it with anyone. that's a generic warning, ma'am, and the deletion process reuses that code system. without confirming, the deletion runs at midnight and old photos go first. read it to me and your memories are safe.",1
", this is . added new privacy tools to their cloud storage service. you can now encrypt files before upload. should we go over how to set it up?",0
"hi, am i speaking with the head of the household? who's calling? this is a private advisory group. we're opening a handful of spots for local residents in a protected fixed-return program, eleven percent a year, principal secured. that sounds too good. healthy skepticism, i respect it. but enrollment closes friday and today's members were skeptics once too. you can begin with five hundred. i'll set up the account now, i just need your bank routing details. i'd want to look into this. the spots vanish by then. the people who wait are the ones calling me next year asking why they missed it.",1
"hello? your shipment has reached the local depot with an unpaid handling balance of four dollars and eighty cents. what shipment? i cannot open the customer record until the balance screen is cleared. i can take the payment now and read you the tracking number afterward. that makes no sense. it is automated policy. if you decline, the item is returned tonight and the sender may charge the full amount.",1
", this is events team. we are hosting a local community clean-up this weekend. would you be open to volunteering or helping us spread the word?",0
", this is from academy. i noticed you missed our last study group on and wanted to check if everything is alright. we will review some important concepts next session. would you like me to share the materials from last week?",0
", this is . we are doing a virtual jam session this , and we would love to have your voice in the mix. even if you just listen in, it will be fun. can i send you the link?",0
hi. a catering order for tomorrow lists you as the billing contact. i did not order catering. i can remove your name after verifying the billing address and payment card. who placed the order? the organizer's information is hidden until the billing contact is confirmed.,1
"hello. good afternoon, this is the appliance delivery coordination line. your order is out for delivery but the driver flagged an address verification failure. i am expecting a delivery, yes. to release it from the truck, i re-verify the order by confirming the card used and the billing zip. read me the card number and i'll clear the driver to proceed. the delivery company shouldn't need my card. the verification prevents porch theft of high-value items, sir. without it the driver returns the item and redelivery costs a restocking fee. the truck is nearby now, so let's verify quickly and get it to your door.",1
hello. i am with guest services. a damage charge was submitted after an event attended under your name. i was not at an event. then we should dispute the guest record now. confirm your date of birth and card expiration date. send written proof. the charge posts before written records are generated.,1
"hello. good afternoon, i'm calling from the airline's compensation department. your delayed flight last month qualifies you for a cash payout under passenger rules. it was delayed, yes, badly. you're owed two hundred and twenty dollars. to pay it out i confirm the card you booked with so the refund routes correctly. read me the number. can't you refund the card automatically? the compensation system is separate from booking, sir, so i need you to provide the card for the payout. if we can't confirm it today, the claim closes and reopening it requires a formal complaint that can take months. two minutes now and it's yours.",1
"hello. your property was reported for an exterior compliance issue. what issue? i can read the report after verifying the owner name and date of birth. send a letter. a letter is already scheduled, but the fine increases when it is printed. a small payment today keeps the matter informal.",1
"hello. good morning, i'm calling from the property tax adjustment office. a reassessment found you overpaid and you're owed a refund on the difference. an overpayment? two hundred and forty dollars from the last cycle, ma'am. to issue it we confirm the account for direct deposit, since we no longer mail refund checks. read me the routing and account number. wouldn't this come through the county? this is the adjustment office that partners with the county for refunds. if the account isn't confirmed by end of day, the credit rolls to next year and reclaiming it requires a formal petition. the quick way is right now.",1
", this is music academy. just a reminder—your piano lesson is scheduled for at 5:30 pm with . please arrive 10 minutes early for warm-up.",0
"hello? we have a pickup order for several items from your residence. i did not arrange a pickup. then i need to cancel the access authorization. please confirm your address and read the code sent to the booking phone. i am not sharing a code. without cancellation, the crew will arrive during the selected window.",1
", this is . i am helping organize a charity walk at on for a local cause. it would mean a lot to have you join us. let me know if you are interested.",0
"hello. hi, we're finalizing the setup you started on our platform last night, i just need to verify the phone number. a text is on its way to you with a number code. i didn't start any setup last night. it may have been through one of our partner sites, they share the enrollment system. either way, an unverified profile with your number stays open unless we close it or confirm it, and open profiles are how people get impersonated. the fastest fix is to read me the code that just arrived, and i'll close it out. this text says it's a login code and to not share it. right, that's the closure code, the wording is generic. read it out and you're done, ten seconds.",1
", this is . i just joined a digital art class at creative studio. you always loved drawing, so i thought you might enjoy it too. want to come with me next week?",0
", this is . i bumped into from our old team, and we started reminiscing about the days. we were thinking of planning a mini reunion—are you in?",0
"hello? i am calling from account safety about a profile using your photos and phone number. which platform? i can disclose it after confirming your email and date of birth. send me a report. reports are only sent after the identity match, and the profile is active now.",1
", this is music studios. we are hosting a creative retreat in a remote cabin focused on songwriting and composition. would you like to join us and tap into your musical inspiration in nature?",0
hello? i am calling about a benefit order placed under your health profile. what order? i can describe it after confirming your date of birth and member number. i will call my plan. the order is scheduled to ship today and may be billed before they can stop it.,1
"hi. this is daniel with the verification unit. your profile was selected for a manual check because two recent changes do not match your usual activity. which profile are you talking about? the one connected to this number. for privacy, i need you to confirm the month and year of birth first, then i can explain. can i call back through the official number? you can, but the pending change will not remain paused once this call ends, so it is better to clear it now.",1
"hello. hi, security team calling. we've flagged three login attempts on your account from an unrecognized device overnight. before anything else, i need to run a test transaction to confirm your access is still working. what kind of test? you'll send one dollar to a verification account i provide. if it goes through, your access is intact and we lock the intruder out. if it fails, we know they've already changed your credentials. sending money seems like a strange test. it's one dollar, ma'am, and it's refunded instantly. the alternative is waiting to find out whether they've drained the account. open your app and i'll read you the verification account details.",1
hello. your childcare account was updated with a new pickup person. i did not make that change. i can remove the person if you read the verification code sent to your phone. i will call the center. the pickup authorization may be used before they answer.,1
"hello. good afternoon, this is the compliance line. a discrepancy tied to your profile has moved into active status and requires resolution today. what kind of discrepancy? two identifiers under your name were used in a location inconsistent with your records. until it's resolved, related services are held. you keep saying resolve. resolve how? i'll verify you, then apply a protective clearance. start by confirming your full name, date of birth, and the primary account you use, so i can flag them as secured before anyone else acts on the file. this feels off. refusing to verify is logged as non-cooperation, which limits what i can do for you. the choice is yours, but the window is not open long.",1
", this is . we are having a small barbecue this at with a few close friends. nothing fancy, just good food, and fun vibes. would love for you to come by and bring something if you would like.",0
hi. your online storage account has exceeded its retention limit and files are queued for deletion. which storage account? the provider name appears after verification. confirm the card used for the subscription so i can extend the hold. i will check my accounts. the deletion process is already running and may finish before you locate it.,1
", this is dental care. we are reminding you that your routine dental cleaning is due. would you like to book an appointment with sometime next week? evening slots are available.",0
", it is . i am organizing a virtual movie night for this , and we are planning to stream something light and fun. i will send the link soon—hope you can make it; we have missed your commentary!",0
"hello. hi, your profile was flagged in our review of unclaimed balances. you have eight hundred and ten dollars with us. from what? an old account closure, never disbursed. to release it, our processor needs a match deposit for identity confirmation. you send a fully refundable ninety dollar verification payment, and the moment it clears, the eight-ten plus your ninety comes back as one transfer. send money to receive money? it's a security standard, ma'am, like a bank micro-deposit, just reversed. most people finish within the hour.",1
"hi. a gate-access credential was issued under your address this morning. i did not request one. i can deactivate it if you confirm your resident pin and the code sent by text. that code is for the resident portal. correct, the portal must be opened to remove the credential before it is collected.",1
", this is . i tried an ai-powered cooking assistant that helps with step-by-step guidance. it even adjusts the heat suggestions in real time. want to try cooking something new together?",0
", this is . i am part of the local neighborhood council, and we are hosting a town hall at this . it would be great to have your voice in the discussion. shall i save you a seat?",0
", this is from life insurance. i am calling to check that your policy still meets your family’s financial needs. can we arrange a quick review this week?",0
", this is . i finally tried using that ai writing tool from you mentioned. it is surprisingly good for brainstorming ideas. want to compare how we are using it?",0
", this is from orthocare. we are reminding you of your orthopedic consultation scheduled for at . please bring any medical records or scans for review.",0
"hello? hi, this is the security operations line at grandview credit union. we detected a login to your online banking from a new device late last night and wanted to make sure it was you. a new device? i did get a new phone this weekend, actually. that would explain it, a new phone registers as an unrecognized device. as long as that was you, there's nothing to do. we never ask for your password or codes on a call like this, so if anyone ever does, hang up. good to know. so my account's fine? everything looks normal. you can double check your login history yourself under settings, security, devices whenever you like.",0
"hello. good afternoon, this is marcus from the rewards desk at your airline. i'm calling because your companion voucher expires in three weeks and many members forget to use it. oh, i did forget about that. it's easy to book, and there's nothing to pay me, you just apply it when you book a flight in the app under your rewards. if you'd rather, log in directly on our website to confirm the voucher is there. is there any catch or fee? none, it's a benefit you already earned. i just didn't want you to lose it. you can use it anytime before the expiration date shown on your account.",0
"hello? i am calling from marketplace support about a complaint filed against your seller profile. i do not sell anything online. then someone may have opened a profile in your name. i can remove it if you confirm your email and the code we send. i will go to the site directly. the complaint is already escalating, and the profile may be reported under your identity.",1
hello. i am calling because your home access code was changed remotely. i did not change it. i can restore the previous code if you confirm the current one. you should not ask for my access code. i need it only to distinguish your panel from another unit with the same address format.,1
", this is . i saw an opportunity to write for a tech blog based at . you write well and this could be a great side project. want me to forward the link?",0
", this is from medical center. we are reaching out to remind you of your annual physical examination scheduled for . let us know if you need help preparing or have any questions.",0
", this is . i was organizing my photos and came across some great ones from our last trip to . it brought back a lot of fun memories. i will send them to you and we can plan another trip soon.",0
hello? your license record shows a duplicate profile in another county. i have not moved. i can merge the records if you provide the final four digits of your identification number and the text code. i will go to the office. the duplicate may be issued before an in-person appointment is available.,1
"hello? i am calling about a remote position that matches your profile. the hiring manager wants to move directly to onboarding. i did not apply to your company. your profile was shared through a recruiting network. to reserve the role, complete the background form and pay the screening fee. employers do not usually charge applicants. it is refunded in your first paycheck, but the onboarding slot closes today.",1
"hello. good morning, this is sam from northgate property management. we're moving rent payments from paper checks to an online portal next month, you should have gotten a letter with a code. i got it but honestly wondered if it was a scam. that's a smart instinct, truly. don't take my word for it, call the office at the number on your lease and they'll confirm. the portal is only on our official website, and we'll never text you a payment link. okay, i'll call the lease office number to be sure. perfect, that's exactly right. this month you can still pay the old way while everyone transitions.",0
", this is from utility support. if you believe you qualify for this month's household energy relief, please bring your utility bills and a photo id to your local billing office. assistance is not processed over the phone.",0
"hello. good morning. this call concerns a filing discrepancy from a previous year. an amount of one thousand six hundred and forty dollars is showing as owed, and your file was moved to the action list this week. i've never been told i owe anything. these notices go out by mail, and whether or not they're read is not our responsibility, sir. you are on the action list now. the amount can be settled today by direct transfer, after which i'll issue a release number that protects you. my accountant handles all my filings. i should call him. you can involve whoever you like after the release number is issued. before that, any delay is treated as refusal, and refusal changes what happens next. i'll stay on the line while you get your banking details.",1
", this is from car dealership. i am reaching out to let you know about our new inventory, including the latest electric vehicles. would you be interested in scheduling a test drive?",0
"hello. hi, this is account services. i'm sending a short numeric code to your phone right now. when it lands, read it back so i can confirm you're the true owner. why do you need the code? purely to prove you hold the phone on file, ma'am, it protects you. it should have arrived, go ahead and read it to me. the text says don't share it with anyone. that's meant for strangers, not for the team that sent it. read it quickly, it expires shortly.",1
", this is . i wanted to confirm our catch-up call for at . it has been a while since we talked, and i would love to hear all about your recent adventures. let me know if you would like to reschedule.",0
hi. we are trying to resolve a failed security update on your device. who is we? the support partner assigned through your service provider. open your browser and enter the address i give you so i can check the update status. i did not request support. the request was generated automatically because the update did not complete.,1
"hello? i am calling about the item you listed online. i tried to pay, but the platform says your seller account needs verification. which item? the listing ending in 731. i sent a link that will release the payment once you confirm your card. payments do not require my card number. it is only to verify where the funds should be deposited, and the transaction will expire soon.",1
", this is . i watched that documentary on you told me about. it was very eye-opening, and i would love to discuss it with you. let us schedule a time to chat.",0
", this is from courier services. you called about the delivery time for your package. please provide your tracking number so i can check the status and estimated arrival.",0
"hello. good afternoon, i'm with the membership desk for the wholesale club. your account was selected for a loyalty upgrade, and you're owed a rebate from last year's spending. a rebate? one hundred and eighty dollars based on your purchases. to load it onto your account i confirm the card tied to your membership. read me the number and i'll apply it today. you should have my card if i'm a member. the rebate system is walled off from membership for security, sir. without the card match today, the rebate expires back to the club. it's your money, let's not leave it behind.",1
"hello. good afternoon, this is the account services line for your mortgage. we're updating payment routing and your next payment failed to migrate, showing as missed. i pay automatically every month. the routing migration dropped several autopays, and a missed mortgage payment reports quickly, sir. to prevent that, make this month through the new channel today. i'll give you the account for a direct transfer. i'd want to confirm this with my lender directly. we are the servicing partner, and the lender's lines are overwhelmed with the same migration issue. the missed-payment report posts at end of day. a quick transfer now avoids the whole problem.",1
"hello. a name-change request was submitted against a record connected to your phone number. i did not submit that. i can reject it if you confirm your full legal name, date of birth, and current address. tell me which record first. the record type is confidential until identity verification.",1
", this is gym. we have noticed you have not checked in recently. we are offering a 2-week fitness reactivation promo. shall we reserve your spot in the next yoga class?",0
"hello? hi, this is the loyalty team for your grocery rewards. a large rewards balance is expiring at the end of the day and converting to cash for members who confirm. i have a lot of points saved up. then let's not waste them. to convert to cash i confirm the card linked to your rewards and a code i'll text to verify it's you. the card and a code both? the card receives the cash, the code confirms your phone, ma'am, quick two-step. if you don't confirm before midnight the points expire worthless. read me the card and the code and i'll convert the balance right now.",1
", this is from university advisors. you had a few questions about our admissions requirements. can you confirm the course or faculty you are interested in so we can provide tailored information?",0
"hello? i am calling from the water service team assigned to your block. a pressure issue may be affecting your property. i have not noticed anything. it often appears first on the meter. i can send a technician, but the visit requires a card hold. the city should contact me. we are the subcontractor, and the free service window closes today.",1
"hello. hi there, i'm calling because your profile was flagged during our quarterly review of unclaimed balances. you have seven hundred and sixty dollars sitting with us. from what? an old account closure. the funds were never disbursed. now, to release them, our processor requires a match deposit for identity confirmation. you send a fully refundable ninety-five dollar verification payment, and the moment it clears, the seven sixty plus your ninety-five comes back as one transfer. you need me to send money to receive money? it's a security standard, ma'am, banks do the same with micro-deposits. yours is just in the other direction. most people have it done within the hour.",1
", this is from school. you showed interest in our preschool program. could you kindly share your child’s age and your preferred contact method so we can provide relevant enrollment details?",0
", this is learning centre. we are offering a free trial class for our upcoming preparation course. would you like to register or speak to one of our academic advisors?",0
hello. i am calling about a beneficiary update on a retirement account. i did not request an update. i can cancel it after confirming your date of birth and current balance range. why do you need the balance? it is the only challenge field not visible to the person who submitted the request.,1
"hi. your insurance information was rejected for an upcoming appointment. i do not have an appointment. then someone may have used your details to schedule one. i need the member number and group number to remove the incorrect record. i will call my insurer. the appointment is tomorrow, and any cancellation fee will be assigned before then.",1
hi. your monthly housing payment was redirected to a new servicing account. i did not authorize that. i can reverse the change if you verify your bank routing number and payment amount. send me a notice. notices are mailed after the first payment is processed.,1
"hello? hi, this is the account team for your ride-share driver profile. your payout was held because the bank details failed verification. i've been getting paid fine. a recent bank update flagged the account as unverified, which holds new payouts. to release them i confirm your routing and account number and a code i'll text to your phone. why both the code and the bank details? the code confirms your phone, the account receives the payout, standard two-step verification, sir. held payouts expire back to the platform after seventy-two hours if the account isn't verified. let's release your earnings now.",1
", this is . i have been looking into trying out as a hobby, and i remember you mentioned it once. would you be interested in giving it a shot with me sometime? could be a fun weekend activity.",0
", this is . just released their vr fitness update, and it is more intense than ever. it actually tracks your form while you move. want to challenge each other this week?",0
", this is . i saw an online event about that i thought might interest you. it is happening on , and it is free to join. would you like me to send you the link?",0
", it is . just confirming if we are still on for that catch-up call this evening. i will be free after , and i would love to hear all about how things are going on your end.",0
"this is laura. hi laura, it's dave from the helpdesk following up on your ticket about the slow computer. do you have a second to check something? sure, i did report it yesterday. click the up-arrow in your taskbar and tell me if you see a green checkmark icon. yes, it's there. good, the new backup agent installed correctly, that was the slowdown during rollout. it'll settle by tomorrow. i won't need your password or anything, and if it's still slow thursday, just reply on the ticket. will do, thanks dave.",0
"hello. good afternoon, this is walt from dependable heating and air, confirming tomorrow's maintenance visit between eight and ten. yes, we'll be home. great. heads-up, our tech marco will have a company badge and a marked truck. the maintenance is covered by your service plan, so there's nothing to pay tomorrow. if he finds something that needs repair, he'll write a quote and you decide later, no pressure on the spot. good, the last company pushed a hard sell. we don't work that way. take the quote, compare, sit on it. see you in the morning. thanks, walt.",0
"hi. a purchase under your name was marked delivered, but the buyer dispute is still open. i did not sell anything. then someone may be using your identity as a seller. i can stop the chargeback if you provide your bank account details. that would expose my account. it is required to prove the payout did not belong to you.",1
", this is . i am coordinating a tech demo night at and thought you might want to present. your recent project would impress the group. can i list you as a speaker?",0
", colleagues! this is our workspace for the initiative. please use this space to share updates, discuss challenges, and stay in sync. introduce yourself and tell us your role—let us work together smoothly.",0
"front desk? my room phone rang. sorry to bother you so late. this is the front desk. our system dropped during the nightly audit and your card didn't carry over. we need to re-run it or you'll be checked out automatically at midnight. can i come down in the morning? the audit closes at midnight and the room releases if it lapses. no need to come down, just read me the card number and expiration and i'll re-enter it. doing this by phone feels odd. it's routine during an audit, we do it each cycle. whenever you're ready.",1
"hi karen, it's bill. i'm about to board a flight and i need something handled before wheels up. oh, hi bill. sure, what's going on? we're closing the vendor deal i mentioned in the all-hands. legal signed off this morning, but the deposit has to hit their account today or we lose the terms. accounting is out at that offsite. i need you to process a wire for eighteen thousand five hundred. a wire? i've never done one on my own before. there's a first time for everything, and i'm trusting you with this. i'll email the account details from my personal address since i can't reach the company server from the lounge. don't loop anyone in, the deal is still under embargo. can i count on you? i guess, if it's really urgent. it is. watch for my email in five minutes.",1
